# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     45.43     -43.90       1.58       0.00       0.00       0.00       1.70       0.18   11.302       './gold_soln_AV-procd_m6945_10.sdf'  'AV-unprocessed.smi:1723'
     48.67     -39.72       3.08       0.75       0.00       0.00       1.35       0.16   11.249        './gold_soln_AV-procd_m6946_1.sdf'  'AV-unprocessed.smi:1723'
     50.43     -49.44       0.90       0.00       0.00       0.11       0.89       0.17   11.310        './gold_soln_AV-procd_m6947_6.sdf'  'AV-unprocessed.smi:1723'
     50.99     -46.88       1.99       0.00       0.00       0.00       1.11       0.11    9.123        './gold_soln_AV-procd_m6948_2.sdf'  'AV-unprocessed.smi:1723'
     43.53     -40.27       1.88       0.00       0.00       0.00       1.21       0.05    7.323        './gold_soln_AV-procd_m6949_9.sdf'  'AV-unprocessed.smi:1724'
     45.23     -43.50       0.00       1.00       0.00       0.00       0.64       0.02    7.294        './gold_soln_AV-procd_m6950_3.sdf'  'AV-unprocessed.smi:1724'
     50.66     -37.72       4.70       0.00       0.00       0.00       0.61       0.05    7.143        './gold_soln_AV-procd_m6951_9.sdf'  'AV-unprocessed.smi:1724'
     44.24     -32.19       4.45       0.00       0.00       0.00       0.65       0.01    7.051        './gold_soln_AV-procd_m6952_2.sdf'  'AV-unprocessed.smi:1724'
     50.95     -45.54       1.00       1.29       0.00       0.09       1.00       0.60    9.715        './gold_soln_AV-procd_m6953_5.sdf'  'AV-unprocessed.smi:1725'
     47.53     -43.04       1.00       1.27       0.00       1.05       0.93       0.60    9.609        './gold_soln_AV-procd_m6954_5.sdf'  'AV-unprocessed.smi:1725'
     52.67     -48.88       2.00       0.00       0.00       0.00       1.44       0.67    2.934        './gold_soln_AV-procd_m6955_2.sdf'  'AV-unprocessed.smi:1725'
     53.73     -54.19       0.00       0.00       0.00       0.00       0.55       0.63    9.598        './gold_soln_AV-procd_m6956_7.sdf'  'AV-unprocessed.smi:1725'
     46.47     -37.65       3.58       0.00       0.00       0.00       1.07       0.07    2.327        './gold_soln_AV-procd_m6957_1.sdf'  'AV-unprocessed.smi:1726'
     44.79     -35.39       3.82       0.00       0.00       1.21       0.44       0.05    7.766       './gold_soln_AV-procd_m6958_10.sdf'  'AV-unprocessed.smi:1726'
     44.56     -31.77       4.56       0.00       0.00       0.00       0.47       0.05    4.557        './gold_soln_AV-procd_m6959_2.sdf'  'AV-unprocessed.smi:1726'
     43.77     -33.20       3.98       0.00       0.00       0.00       0.72       0.06    7.680        './gold_soln_AV-procd_m6960_5.sdf'  'AV-unprocessed.smi:1726'
     50.39     -37.80       4.94       0.00       0.00       0.00       1.16       0.07    6.753        './gold_soln_AV-procd_m6961_2.sdf'  'AV-unprocessed.smi:1726'
     46.93     -31.49       5.40       0.00       0.00       0.00       0.40       0.02    7.621        './gold_soln_AV-procd_m6962_8.sdf'  'AV-unprocessed.smi:1726'
     44.82     -31.99       4.67       0.00       0.00       0.00       0.63       0.07    5.347        './gold_soln_AV-procd_m6963_3.sdf'  'AV-unprocessed.smi:1726'
     47.33     -39.80       2.99       0.00       0.00       0.00       0.75       0.06    7.539        './gold_soln_AV-procd_m6964_9.sdf'  'AV-unprocessed.smi:1726'
     51.40     -44.16       2.68       0.00       0.00       0.00       0.57       0.34    7.517        './gold_soln_AV-procd_m6965_8.sdf'  'AV-unprocessed.smi:1727'
     51.22     -45.87       2.29       0.00       0.00       0.00       0.95       0.39    7.709        './gold_soln_AV-procd_m6966_2.sdf'  'AV-unprocessed.smi:1727'
     43.62     -33.48       2.83       1.00       0.00       0.00       0.70       0.05    9.474        './gold_soln_AV-procd_m6967_7.sdf'  'AV-unprocessed.smi:1728'
     45.13     -35.11       3.91       0.00       0.00       0.00       0.93       0.10    9.448        './gold_soln_AV-procd_m6968_5.sdf'  'AV-unprocessed.smi:1728'
     48.60     -39.20       3.17       0.00       0.00       0.00       0.06       0.02    2.546        './gold_soln_AV-procd_m6969_3.sdf'  'AV-unprocessed.smi:1729'
     42.41     -31.06       2.94       0.94       0.00       0.00       0.16       0.01    2.126        './gold_soln_AV-procd_m6970_3.sdf'  'AV-unprocessed.smi:1730'
     42.37     -31.62       2.90       1.00       0.00       0.00       0.49       0.02    2.173        './gold_soln_AV-procd_m6971_1.sdf'  'AV-unprocessed.smi:1730'
     42.98     -32.01       2.96       0.89       0.00       0.00       0.30       0.01    2.194        './gold_soln_AV-procd_m6972_1.sdf'  'AV-unprocessed.smi:1730'
     43.22     -32.38       2.96       0.95       0.00       0.00       0.46       0.03    2.082        './gold_soln_AV-procd_m6973_3.sdf'  'AV-unprocessed.smi:1730'
     49.42     -41.20       2.98       0.00       0.00       0.00       0.36       0.00    7.407        './gold_soln_AV-procd_m6974_8.sdf'  'AV-unprocessed.smi:1731'
     47.36     -35.39       3.50       1.00       0.00       0.00       0.76       0.01    7.365        './gold_soln_AV-procd_m6975_8.sdf'  'AV-unprocessed.smi:1731'
     48.45     -47.64       1.99       0.00       0.00       0.67       2.28       0.07    8.860       './gold_soln_AV-procd_m6976_10.sdf'  'AV-unprocessed.smi:1732'
     51.86     -47.79       2.00       0.00       0.00       0.00       1.00       0.07    8.516        './gold_soln_AV-procd_m6977_3.sdf'  'AV-unprocessed.smi:1732'
     54.55     -40.78       2.98       1.85       0.00       0.00       0.39       0.05    2.377        './gold_soln_AV-procd_m6978_1.sdf'  'AV-unprocessed.smi:1733'
     52.00     -39.34       4.54       0.00       0.00       0.00       0.51       0.04    5.390        './gold_soln_AV-procd_m6979_2.sdf'  'AV-unprocessed.smi:1733'
     47.65     -39.00       3.74       0.00       0.00       0.00       1.45       0.33    9.848        './gold_soln_AV-procd_m6980_3.sdf'  'AV-unprocessed.smi:1734'
     46.72     -38.12       3.00       1.00       0.00       0.08       1.85       0.37    5.082        './gold_soln_AV-procd_m6981_5.sdf'  'AV-unprocessed.smi:1734'
     44.92     -33.26       3.65       1.00       0.00       0.00       1.50       0.26    9.832        './gold_soln_AV-procd_m6982_1.sdf'  'AV-unprocessed.smi:1734'
     50.55     -41.52       2.86       1.00       0.00       0.00       1.52       0.42    9.942        './gold_soln_AV-procd_m6983_7.sdf'  'AV-unprocessed.smi:1734'
     49.79     -37.67       3.93       1.00       0.00       0.00       1.49       0.28    6.878        './gold_soln_AV-procd_m6984_7.sdf'  'AV-unprocessed.smi:1734'
     49.81     -36.84       3.79       1.00       0.00       0.00       0.89       0.38    4.103        './gold_soln_AV-procd_m6985_2.sdf'  'AV-unprocessed.smi:1734'
     54.57     -39.02       4.92       1.00       0.00       0.00       1.26       0.31    9.825       './gold_soln_AV-procd_m6986_10.sdf'  'AV-unprocessed.smi:1734'
     55.50     -38.31       4.97       1.00       0.00       0.00       0.63       0.28   10.056        './gold_soln_AV-procd_m6987_6.sdf'  'AV-unprocessed.smi:1734'
     40.86     -27.48       4.47       0.00       0.00       0.00       0.01       0.00    2.064        './gold_soln_AV-procd_m6988_2.sdf'  'AV-unprocessed.smi:1735'
     46.63     -37.72       3.14       0.00       0.00       0.00       0.26       0.00    2.001        './gold_soln_AV-procd_m6989_1.sdf'  'AV-unprocessed.smi:1735'
     41.69     -31.39       3.88       0.00       0.00       0.00       0.69       0.03    8.257        './gold_soln_AV-procd_m6990_5.sdf'  'AV-unprocessed.smi:1736'
     47.70     -28.08       5.51       1.57       0.00       0.00       0.88       0.08    3.266        './gold_soln_AV-procd_m6991_1.sdf'  'AV-unprocessed.smi:1736'
     39.38     -26.71       2.94       1.83       0.00       0.00       0.85       0.04    8.385        './gold_soln_AV-procd_m6992_6.sdf'  'AV-unprocessed.smi:1736'
     42.81     -32.92       2.94       1.00       0.00       0.00       0.98       0.03    3.080        './gold_soln_AV-procd_m6993_3.sdf'  'AV-unprocessed.smi:1737'
     43.35     -34.72       2.96       1.00       0.00       0.00       1.67       0.03    2.313        './gold_soln_AV-procd_m6994_1.sdf'  'AV-unprocessed.smi:1737'
     49.74     -39.16       3.89       0.00       0.00       0.01       0.57       0.04    7.791        './gold_soln_AV-procd_m6995_2.sdf'  'AV-unprocessed.smi:1737'
     51.06     -41.78       3.30       0.00       0.00       0.00       0.33       0.05    7.867        './gold_soln_AV-procd_m6996_1.sdf'  'AV-unprocessed.smi:1737'
     46.29     -34.93       4.00       0.00       0.00       0.00       1.33       2.03    2.030        './gold_soln_AV-procd_m6997_2.sdf'  'AV-unprocessed.smi:1738'
     46.88     -27.48       5.61       1.00       0.00       0.00       1.22       2.02    2.119        './gold_soln_AV-procd_m6998_1.sdf'  'AV-unprocessed.smi:1738'
     44.16     -32.71       3.89       0.00       0.00       0.00       1.12       2.03    1.999        './gold_soln_AV-procd_m6999_3.sdf'  'AV-unprocessed.smi:1738'
     45.82     -29.27       4.63       1.00       0.00       0.00       1.19       2.02    6.797        './gold_soln_AV-procd_m7000_7.sdf'  'AV-unprocessed.smi:1738'
     43.28     -32.51       3.78       0.00       0.00       0.00       1.29       2.02    2.809        './gold_soln_AV-procd_m7001_4.sdf'  'AV-unprocessed.smi:1738'
     46.06     -36.82       3.29       0.00       0.00       0.00       1.34       2.03    6.815        './gold_soln_AV-procd_m7002_2.sdf'  'AV-unprocessed.smi:1738'
     48.44     -36.08       4.32       0.00       0.00       0.00       1.31       2.02    3.418        './gold_soln_AV-procd_m7003_3.sdf'  'AV-unprocessed.smi:1738'
     46.09     -31.81       4.81       0.00       0.00       0.00       1.08       2.03    4.133        './gold_soln_AV-procd_m7004_4.sdf'  'AV-unprocessed.smi:1738'
     46.17     -38.18       2.94       0.00       0.00       0.00       0.42       0.02    7.052        './gold_soln_AV-procd_m7005_7.sdf'  'AV-unprocessed.smi:1739'
     51.46     -39.61       3.32       1.00       0.00       0.00       0.73       0.33    9.620        './gold_soln_AV-procd_m7006_1.sdf'  'AV-unprocessed.smi:1740'
     53.14     -35.96       5.01       1.00       0.00       0.00       0.58       0.33    6.924        './gold_soln_AV-procd_m7007_5.sdf'  'AV-unprocessed.smi:1740'
     54.46     -44.37       4.00       0.00       0.00       0.00       1.13       0.35    9.848        './gold_soln_AV-procd_m7008_6.sdf'  'AV-unprocessed.smi:1740'
     53.64     -39.56       5.00       0.00       0.00       0.00       0.65       0.38    9.199        './gold_soln_AV-procd_m7009_6.sdf'  'AV-unprocessed.smi:1740'
     56.14     -42.01       4.98       0.00       0.00       0.00       0.63       0.41    7.607        './gold_soln_AV-procd_m7010_4.sdf'  'AV-unprocessed.smi:1740'
     57.33     -46.44       4.00       0.00       0.00       0.00       0.76       0.40    9.408        './gold_soln_AV-procd_m7011_5.sdf'  'AV-unprocessed.smi:1740'
     49.70     -36.99       3.61       1.00       0.00       0.00       0.72       0.33   11.489        './gold_soln_AV-procd_m7012_4.sdf'  'AV-unprocessed.smi:1740'
     56.21     -44.19       4.49       0.00       0.00       0.00       0.88       0.32   11.536        './gold_soln_AV-procd_m7013_6.sdf'  'AV-unprocessed.smi:1740'
     54.37     -39.48       5.00       0.00       0.00       0.00       0.29       0.44   10.727        './gold_soln_AV-procd_m7014_3.sdf'  'AV-unprocessed.smi:1740'
     56.37     -45.64       4.00       0.00       0.00       0.00       0.88       0.44   11.103        './gold_soln_AV-procd_m7015_1.sdf'  'AV-unprocessed.smi:1740'
     45.05     -39.94       2.00       0.00       0.00       0.00       0.45       0.02    7.193        './gold_soln_AV-procd_m7016_9.sdf'  'AV-unprocessed.smi:1741'
     44.00     -42.30       1.42       0.00       0.00       0.00       1.29       0.02    7.198        './gold_soln_AV-procd_m7017_3.sdf'  'AV-unprocessed.smi:1741'
     40.46     -29.04       2.82       1.00       0.00       0.00       0.04       0.03    5.030        './gold_soln_AV-procd_m7018_4.sdf'  'AV-unprocessed.smi:1741'
     46.66     -42.51       1.86       0.00       0.00       0.00       0.73       0.01    7.170        './gold_soln_AV-procd_m7019_7.sdf'  'AV-unprocessed.smi:1741'
     41.61     -32.80       2.58       1.00       0.00       0.00       0.96       0.00    4.251        './gold_soln_AV-procd_m7020_7.sdf'  'AV-unprocessed.smi:1742'
     43.07     -35.78       2.74       0.00       0.00       0.00       0.48       0.00    6.094        './gold_soln_AV-procd_m7021_8.sdf'  'AV-unprocessed.smi:1742'
     48.15     -34.53       4.86       0.00       0.00       0.00       0.48       0.01    2.417        './gold_soln_AV-procd_m7022_1.sdf'  'AV-unprocessed.smi:1743'
     45.19     -38.97       2.50       0.00       0.00       0.00       0.65       0.00    7.521        './gold_soln_AV-procd_m7023_2.sdf'  'AV-unprocessed.smi:1743'
     51.22     -43.97       3.00       0.00       0.00       0.00       0.89       0.04    3.721        './gold_soln_AV-procd_m7024_4.sdf'  'AV-unprocessed.smi:1744'
     49.21     -34.88       4.48       0.78       0.00       0.00       0.74       0.04    3.930        './gold_soln_AV-procd_m7025_4.sdf'  'AV-unprocessed.smi:1744'
     51.15     -34.99       5.53       0.00       0.00       0.00       0.24       0.03    9.528        './gold_soln_AV-procd_m7026_3.sdf'  'AV-unprocessed.smi:1744'
     55.03     -43.90       3.73       0.00       0.00       0.00       0.05       0.04   11.174        './gold_soln_AV-procd_m7027_2.sdf'  'AV-unprocessed.smi:1744'
     51.33     -38.01       4.65       0.00       0.00       0.00       0.33       0.02    9.035        './gold_soln_AV-procd_m7028_8.sdf'  'AV-unprocessed.smi:1744'
     43.55     -33.22       2.60       0.97       0.00       0.00       0.25       0.12    2.608        './gold_soln_AV-procd_m7029_3.sdf'  'AV-unprocessed.smi:1745'
     46.57     -35.71       2.90       1.00       0.00       0.18       0.40       0.13    8.519       './gold_soln_AV-procd_m7030_10.sdf'  'AV-unprocessed.smi:1745'
     43.19     -35.35       1.97       0.98       0.00       0.00       0.69       0.37    8.584        './gold_soln_AV-procd_m7031_2.sdf'  'AV-unprocessed.smi:1745'
     42.71     -33.83       2.35       0.81       0.00       0.00       0.37       0.12    2.521        './gold_soln_AV-procd_m7032_2.sdf'  'AV-unprocessed.smi:1745'
     46.72     -40.95       1.99       0.00       0.00       0.00       0.10       0.01    2.099        './gold_soln_AV-procd_m7033_2.sdf'  'AV-unprocessed.smi:1746'
     45.64     -35.10       4.00       0.00       0.00       0.00       0.74       0.00    7.069        './gold_soln_AV-procd_m7034_6.sdf'  'AV-unprocessed.smi:1746'
     48.95     -44.44       2.00       0.00       0.00       0.00       0.76       0.02    8.334        './gold_soln_AV-procd_m7035_8.sdf'  'AV-unprocessed.smi:1747'
     48.43     -38.89       3.78       0.00       0.00       0.00       0.91       0.03    6.653        './gold_soln_AV-procd_m7036_8.sdf'  'AV-unprocessed.smi:1748'
     42.07     -32.22       3.60       0.00       0.00       0.00       0.50       0.03    6.784        './gold_soln_AV-procd_m7037_2.sdf'  'AV-unprocessed.smi:1748'
     42.57     -29.29       4.72       0.00       0.00       0.00       0.46       0.03    6.670       './gold_soln_AV-procd_m7038_10.sdf'  'AV-unprocessed.smi:1748'
     42.51     -39.51       1.80       0.00       0.00       0.80       0.82       0.03    6.715        './gold_soln_AV-procd_m7039_9.sdf'  'AV-unprocessed.smi:1748'
     44.60     -37.40       3.00       0.00       0.00       0.00       0.91       0.01    2.653        './gold_soln_AV-procd_m7040_2.sdf'  'AV-unprocessed.smi:1748'
     47.01     -34.48       4.77       0.00       0.00       0.00       0.92       0.05    6.594        './gold_soln_AV-procd_m7041_3.sdf'  'AV-unprocessed.smi:1748'
