# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     44.36     -39.75       1.58       0.00       0.00       0.00       0.06       0.00    2.474        './gold_soln_AV-procd_m6770_3.sdf'  'AV-unprocessed.smi:1688'
     45.62     -39.78       2.00       0.00       0.00       0.00       0.08       0.00    3.076        './gold_soln_AV-procd_m6771_3.sdf'  'AV-unprocessed.smi:1688'
     45.55     -40.00       1.99       0.00       0.00       0.00       0.49       0.54    3.580        './gold_soln_AV-procd_m6772_2.sdf'  'AV-unprocessed.smi:1689'
     45.35     -43.00       1.00       0.00       0.00       0.00       0.36       0.08    6.818        './gold_soln_AV-procd_m6773_8.sdf'  'AV-unprocessed.smi:1690'
     42.53     -29.11       4.00       1.00       0.00       0.00       0.93       0.29    3.128        './gold_soln_AV-procd_m6774_2.sdf'  'AV-unprocessed.smi:1691'
     45.34     -27.76       4.94       1.73       0.00       0.00       1.36       0.29   10.382       './gold_soln_AV-procd_m6775_10.sdf'  'AV-unprocessed.smi:1691'
     43.10     -30.90       3.98       1.00       0.00       0.00       1.61       0.47    3.179        './gold_soln_AV-procd_m6776_2.sdf'  'AV-unprocessed.smi:1691'
     41.39     -28.76       3.98       1.00       0.00       0.00       1.44       0.40   10.467        './gold_soln_AV-procd_m6777_2.sdf'  'AV-unprocessed.smi:1691'
     55.76     -44.04       4.23       0.00       0.00       0.00       0.49       0.02    6.900        './gold_soln_AV-procd_m6778_7.sdf'  'AV-unprocessed.smi:1692'
     54.30     -42.21       4.78       0.00       0.00       0.00       1.15       0.03    9.870        './gold_soln_AV-procd_m6779_1.sdf'  'AV-unprocessed.smi:1692'
     54.38     -39.46       4.99       1.00       0.00       0.99       1.06       0.06    9.856       './gold_soln_AV-procd_m6780_10.sdf'  'AV-unprocessed.smi:1692'
     49.78     -36.67       4.70       0.00       0.00       0.00       0.52       0.04    5.946        './gold_soln_AV-procd_m6781_6.sdf'  'AV-unprocessed.smi:1692'
     50.50     -43.01       2.88       0.00       0.00       0.00       0.58       0.01    9.614        './gold_soln_AV-procd_m6782_9.sdf'  'AV-unprocessed.smi:1692'
     49.01     -43.74       1.99       0.00       0.00       0.00       0.36       0.02    3.784        './gold_soln_AV-procd_m6783_3.sdf'  'AV-unprocessed.smi:1692'
     49.71     -39.90       3.00       1.00       0.00       0.00       1.12       0.02    9.562        './gold_soln_AV-procd_m6784_3.sdf'  'AV-unprocessed.smi:1692'
     40.25     -30.09       3.71       0.00       0.00       0.00       0.49       0.01    2.419        './gold_soln_AV-procd_m6785_1.sdf'  'AV-unprocessed.smi:1693'
     45.95     -37.93       3.00       0.00       0.00       0.00       0.50       0.02    9.489        './gold_soln_AV-procd_m6786_3.sdf'  'AV-unprocessed.smi:1693'
     43.36     -37.91       2.22       0.00       0.00       0.00       0.61       0.00    3.446        './gold_soln_AV-procd_m6787_7.sdf'  'AV-unprocessed.smi:1694'
     44.38     -32.79       3.98       0.00       0.00       0.00       0.18       0.00    3.924        './gold_soln_AV-procd_m6788_5.sdf'  'AV-unprocessed.smi:1694'
     63.12     -49.39       4.87       0.00       0.00       0.00       0.51       0.14    8.323        './gold_soln_AV-procd_m6789_3.sdf'  'AV-unprocessed.smi:1695'
     56.27     -45.55       3.87       0.00       0.00       0.00       0.49       0.09   11.869        './gold_soln_AV-procd_m6790_5.sdf'  'AV-unprocessed.smi:1695'
     64.03     -47.54       5.73       0.00       0.00       0.00       0.38       0.05    7.173        './gold_soln_AV-procd_m6791_6.sdf'  'AV-unprocessed.smi:1695'
     58.48     -48.55       4.00       0.00       0.00       0.00       1.08       0.05    7.124        './gold_soln_AV-procd_m6792_2.sdf'  'AV-unprocessed.smi:1695'
     64.96     -47.53       6.14       0.00       0.00       0.00       0.53       0.06   11.770        './gold_soln_AV-procd_m6793_5.sdf'  'AV-unprocessed.smi:1695'
     62.66     -46.39       6.00       0.00       0.00       0.00       0.89       0.05   11.779        './gold_soln_AV-procd_m6794_3.sdf'  'AV-unprocessed.smi:1695'
     63.59     -50.46       4.86       0.00       0.00       0.00       0.75       0.04   11.778        './gold_soln_AV-procd_m6795_9.sdf'  'AV-unprocessed.smi:1695'
     59.48     -43.46       5.98       0.00       0.00       0.00       0.99       0.05    7.110        './gold_soln_AV-procd_m6796_5.sdf'  'AV-unprocessed.smi:1695'
     58.15     -48.11       3.76       0.00       0.00       0.00       0.63       0.02    8.836        './gold_soln_AV-procd_m6797_7.sdf'  'AV-unprocessed.smi:1695'
     56.86     -52.35       1.99       0.00       0.00       0.00       0.83       0.02   10.830        './gold_soln_AV-procd_m6798_1.sdf'  'AV-unprocessed.smi:1695'
     53.71     -42.83       1.94       2.00       0.00       0.00       0.53       0.10    9.191        './gold_soln_AV-procd_m6799_4.sdf'  'AV-unprocessed.smi:1696'
     51.68     -42.02       3.99       0.00       0.00       0.00       1.20       0.09    9.159        './gold_soln_AV-procd_m6800_9.sdf'  'AV-unprocessed.smi:1696'
     46.78     -38.33       3.00       0.00       0.00       0.00       0.36       0.15   10.341        './gold_soln_AV-procd_m6801_4.sdf'  'AV-unprocessed.smi:1696'
     45.44     -30.45       4.87       0.97       0.00       0.00       1.50       0.28   10.269        './gold_soln_AV-procd_m6802_1.sdf'  'AV-unprocessed.smi:1696'
     57.87     -44.92       4.56       0.00       0.00       0.00       0.45       0.17   12.174        './gold_soln_AV-procd_m6803_6.sdf'  'AV-unprocessed.smi:1697'
     57.84     -47.35       4.00       0.00       0.00       0.00       0.90       0.18   12.214        './gold_soln_AV-procd_m6804_2.sdf'  'AV-unprocessed.smi:1697'
     51.50     -53.43       0.00       0.00       0.00       0.00       1.05       0.12   12.283        './gold_soln_AV-procd_m6805_5.sdf'  'AV-unprocessed.smi:1697'
     60.74     -48.02       4.41       0.00       0.00       0.00       0.38       0.19   12.179        './gold_soln_AV-procd_m6806_2.sdf'  'AV-unprocessed.smi:1697'
     62.59     -49.31       4.93       0.00       0.00       0.00       0.85       0.19   12.324        './gold_soln_AV-procd_m6807_7.sdf'  'AV-unprocessed.smi:1697'
     63.74     -51.08       5.00       0.00       0.00       0.00       1.24       0.14   12.218        './gold_soln_AV-procd_m6808_9.sdf'  'AV-unprocessed.smi:1697'
     57.07     -43.32       5.20       0.00       0.00       0.00       0.97       0.10    4.833        './gold_soln_AV-procd_m6809_2.sdf'  'AV-unprocessed.smi:1697'
     59.33     -41.20       5.76       1.00       0.00       0.00       1.10       0.05   12.126        './gold_soln_AV-procd_m6810_9.sdf'  'AV-unprocessed.smi:1697'
     51.88     -50.99       1.00       0.00       0.00       0.00       1.11       0.11   11.899        './gold_soln_AV-procd_m6811_6.sdf'  'AV-unprocessed.smi:1697'
     58.62     -51.54       2.92       0.00       0.00       0.02       0.90       0.15   10.768        './gold_soln_AV-procd_m6812_8.sdf'  'AV-unprocessed.smi:1697'
     37.05     -21.74       4.15       1.11       0.00       0.00       0.24       0.00    5.517        './gold_soln_AV-procd_m6813_2.sdf'  'AV-unprocessed.smi:1698'
     37.12     -23.02       4.73       0.67       0.00       0.00       1.04       0.00    1.647        './gold_soln_AV-procd_m6814_1.sdf'  'AV-unprocessed.smi:1698'
     40.70     -35.95       1.96       0.00       0.00       0.00       0.57       0.01    5.694        './gold_soln_AV-procd_m6815_8.sdf'  'AV-unprocessed.smi:1699'
     40.64     -32.67       3.00       0.00       0.00       0.00       0.53       0.02    3.745        './gold_soln_AV-procd_m6816_6.sdf'  'AV-unprocessed.smi:1699'
     44.88     -42.91       0.88       0.00       0.00       0.00       0.35       0.02    6.251        './gold_soln_AV-procd_m6817_9.sdf'  'AV-unprocessed.smi:1699'
     44.26     -37.57       2.48       0.00       0.00       0.00       0.38       0.01    6.215        './gold_soln_AV-procd_m6818_4.sdf'  'AV-unprocessed.smi:1699'
     43.34     -37.73       2.00       0.00       0.00       0.00       0.20       0.00    6.205        './gold_soln_AV-procd_m6819_4.sdf'  'AV-unprocessed.smi:1700'
     44.43     -36.73       1.99       0.90       0.00       0.00       0.49       0.00    6.179        './gold_soln_AV-procd_m6820_9.sdf'  'AV-unprocessed.smi:1700'
     48.90     -41.90       2.89       0.00       0.00       0.00       0.95       0.17    2.725        './gold_soln_AV-procd_m6821_1.sdf'  'AV-unprocessed.smi:1701'
     43.98     -35.44       3.71       0.00       0.00       0.00       1.38       0.13    2.786        './gold_soln_AV-procd_m6822_2.sdf'  'AV-unprocessed.smi:1701'
     52.17     -41.27       3.96       0.00       0.00       0.00       0.93       0.88    9.240        './gold_soln_AV-procd_m6823_8.sdf'  'AV-unprocessed.smi:1701'
     54.75     -42.08       4.36       0.00       0.00       0.00       0.22       0.04    2.834        './gold_soln_AV-procd_m6824_2.sdf'  'AV-unprocessed.smi:1701'
     50.49     -39.75       3.96       0.00       0.00       0.00       0.62       0.04    5.602        './gold_soln_AV-procd_m6825_3.sdf'  'AV-unprocessed.smi:1701'
     49.57     -41.81       3.13       0.00       0.00       0.00       0.91       0.18    2.816        './gold_soln_AV-procd_m6826_2.sdf'  'AV-unprocessed.smi:1701'
     51.20     -42.74       3.63       0.00       0.00       0.00       1.28       0.12    9.356       './gold_soln_AV-procd_m6827_10.sdf'  'AV-unprocessed.smi:1701'
     50.05     -41.60       3.58       0.00       0.00       0.00       1.29       0.11    9.134        './gold_soln_AV-procd_m6828_2.sdf'  'AV-unprocessed.smi:1701'
     51.88     -38.67       3.91       1.00       0.00       0.00       0.82       0.10    9.300        './gold_soln_AV-procd_m6829_3.sdf'  'AV-unprocessed.smi:1701'
     47.08     -34.26       4.53       1.00       0.00       0.00       1.95       0.12    2.864        './gold_soln_AV-procd_m6830_1.sdf'  'AV-unprocessed.smi:1701'
     46.71     -38.30       2.00       1.00       0.00       0.00       0.71       0.83    9.508        './gold_soln_AV-procd_m6831_4.sdf'  'AV-unprocessed.smi:1701'
     51.96     -43.34       2.00       0.95       0.00       0.00       0.54       0.84    3.753        './gold_soln_AV-procd_m6832_3.sdf'  'AV-unprocessed.smi:1701'
     47.46     -35.70       3.27       1.00       0.00       0.00       0.95       0.85   10.222        './gold_soln_AV-procd_m6833_8.sdf'  'AV-unprocessed.smi:1701'
     51.95     -43.52       2.00       0.97       0.00       0.00       0.66       0.82    4.724        './gold_soln_AV-procd_m6834_1.sdf'  'AV-unprocessed.smi:1701'
     50.69     -38.65       4.01       1.00       0.00       0.00       1.54       0.08    4.803        './gold_soln_AV-procd_m6835_4.sdf'  'AV-unprocessed.smi:1701'
     43.54     -32.25       3.29       1.00       0.00       0.00       0.88       0.12    4.618        './gold_soln_AV-procd_m6836_2.sdf'  'AV-unprocessed.smi:1701'
     56.61     -41.46       5.99       0.00       0.00       0.00       1.91       0.99    3.136        './gold_soln_AV-procd_m6837_1.sdf'  'AV-unprocessed.smi:1701'
     48.15     -43.92       2.00       0.00       0.00       0.00       0.98       0.18   10.077        './gold_soln_AV-procd_m6838_3.sdf'  'AV-unprocessed.smi:1701'
     53.70     -45.05       2.99       0.00       0.00       0.00       0.30       0.26    3.130        './gold_soln_AV-procd_m6839_1.sdf'  'AV-unprocessed.smi:1701'
     51.07     -41.74       3.31       0.00       0.00       0.00       0.82       1.03    7.429        './gold_soln_AV-procd_m6840_7.sdf'  'AV-unprocessed.smi:1701'
     49.50     -40.08       3.63       0.00       0.00       0.00       0.93       0.10    5.120        './gold_soln_AV-procd_m6841_1.sdf'  'AV-unprocessed.smi:1701'
     54.88     -47.73       3.71       0.00       0.00       0.00       2.06       0.13   10.117        './gold_soln_AV-procd_m6842_9.sdf'  'AV-unprocessed.smi:1701'
     49.22     -43.86       2.78       0.00       0.00       0.00       1.63       0.28    4.055        './gold_soln_AV-procd_m6843_4.sdf'  'AV-unprocessed.smi:1701'
     57.77     -44.27       5.00       0.00       0.00       0.00       1.25       1.00    8.316        './gold_soln_AV-procd_m6844_6.sdf'  'AV-unprocessed.smi:1701'
     54.68     -49.78       2.00       0.00       0.00       0.00       0.59       0.04    8.950        './gold_soln_AV-procd_m6845_3.sdf'  'AV-unprocessed.smi:1702'
     62.06     -48.45       4.87       0.00       0.00       0.00       0.54       0.03    9.044        './gold_soln_AV-procd_m6846_5.sdf'  'AV-unprocessed.smi:1702'
     57.25     -46.77       3.23       1.00       0.00       0.00       1.13       0.03    8.999        './gold_soln_AV-procd_m6847_5.sdf'  'AV-unprocessed.smi:1702'
     58.69     -51.20       3.00       0.00       0.00       0.00       0.77       0.04    3.610        './gold_soln_AV-procd_m6848_3.sdf'  'AV-unprocessed.smi:1702'
     57.55     -44.38       4.90       0.00       0.00       0.00       0.78       0.03    8.138        './gold_soln_AV-procd_m6849_9.sdf'  'AV-unprocessed.smi:1702'
     56.97     -37.59       6.00       1.00       0.00       0.00       0.83       0.02    9.087        './gold_soln_AV-procd_m6850_4.sdf'  'AV-unprocessed.smi:1702'
     57.82     -43.90       5.00       0.00       0.00       0.00       0.59       0.06    2.725        './gold_soln_AV-procd_m6851_1.sdf'  'AV-unprocessed.smi:1702'
     57.10     -40.78       4.73       1.00       0.00       0.00       0.45       0.03    8.948        './gold_soln_AV-procd_m6852_3.sdf'  'AV-unprocessed.smi:1702'
     51.51     -52.70       0.00       0.00       0.00       0.00       0.63       0.07   12.562        './gold_soln_AV-procd_m6853_8.sdf'  'AV-unprocessed.smi:1703'
     51.57     -46.61       2.00       0.00       0.00       0.00       0.54       0.04   12.464        './gold_soln_AV-procd_m6854_4.sdf'  'AV-unprocessed.smi:1703'
     53.28     -50.47       1.99       0.00       0.00       0.00       1.61       0.06   12.465        './gold_soln_AV-procd_m6855_5.sdf'  'AV-unprocessed.smi:1703'
     52.41     -48.43       2.00       0.00       0.00       0.00       1.04       0.05   12.331        './gold_soln_AV-procd_m6856_6.sdf'  'AV-unprocessed.smi:1703'
     52.14     -47.84       1.64       0.00       0.00       0.00       0.42       0.03   12.506        './gold_soln_AV-procd_m6857_2.sdf'  'AV-unprocessed.smi:1703'
     51.53     -49.31       1.00       0.00       0.00       0.00       0.42       0.06   12.544        './gold_soln_AV-procd_m6858_4.sdf'  'AV-unprocessed.smi:1703'
     51.42     -40.14       4.78       0.00       0.00       0.00       1.57       0.07   12.613        './gold_soln_AV-procd_m6859_6.sdf'  'AV-unprocessed.smi:1703'
     52.17     -42.53       3.99       0.00       0.00       0.00       1.22       0.09   12.179        './gold_soln_AV-procd_m6860_1.sdf'  'AV-unprocessed.smi:1703'
     52.94     -41.42       4.07       0.00       0.00       0.00       0.39       0.03   12.226        './gold_soln_AV-procd_m6861_4.sdf'  'AV-unprocessed.smi:1703'
     55.28     -52.48       1.99       0.00       0.00       0.00       1.63       0.03   11.932        './gold_soln_AV-procd_m6862_8.sdf'  'AV-unprocessed.smi:1703'
     56.00     -37.43       6.68       0.00       0.00       0.00       0.77       0.07   12.191        './gold_soln_AV-procd_m6863_9.sdf'  'AV-unprocessed.smi:1703'
     53.12     -40.34       4.74       0.00       0.00       0.00       0.78       0.12   12.451        './gold_soln_AV-procd_m6864_3.sdf'  'AV-unprocessed.smi:1703'
     51.65     -39.38       4.59       0.00       0.00       0.00       0.78       0.06   12.268        './gold_soln_AV-procd_m6865_9.sdf'  'AV-unprocessed.smi:1703'
     53.48     -46.94       2.98       0.00       0.00       0.06       1.19       0.03   12.236        './gold_soln_AV-procd_m6866_7.sdf'  'AV-unprocessed.smi:1703'
     55.34     -42.11       4.90       0.00       0.00       0.00       0.77       0.06   12.226        './gold_soln_AV-procd_m6867_3.sdf'  'AV-unprocessed.smi:1703'
     59.04     -42.06       5.79       0.00       0.00       0.00       0.23       0.07   12.214        './gold_soln_AV-procd_m6868_5.sdf'  'AV-unprocessed.smi:1703'
     57.70     -48.21       3.64       0.00       0.00       0.00       0.72       0.01   12.262        './gold_soln_AV-procd_m6869_4.sdf'  'AV-unprocessed.smi:1703'
     54.95     -42.36       4.93       0.00       0.00       0.00       1.14       0.09    6.053        './gold_soln_AV-procd_m6870_5.sdf'  'AV-unprocessed.smi:1703'
     57.31     -45.72       4.06       0.00       0.00       0.00       0.31       0.02   12.237       './gold_soln_AV-procd_m6871_10.sdf'  'AV-unprocessed.smi:1703'
     61.60     -49.19       5.00       0.00       0.00       0.00       1.31       0.03   12.208        './gold_soln_AV-procd_m6872_5.sdf'  'AV-unprocessed.smi:1703'
     59.90     -43.29       6.00       0.00       0.00       0.00       0.70       0.03    6.127        './gold_soln_AV-procd_m6873_4.sdf'  'AV-unprocessed.smi:1703'
     55.70     -36.01       7.00       0.00       0.00       0.00       0.69       0.06   12.243        './gold_soln_AV-procd_m6874_1.sdf'  'AV-unprocessed.smi:1703'
     55.38     -39.80       6.06       0.00       0.00       0.00       1.31       0.04    7.388        './gold_soln_AV-procd_m6875_3.sdf'  'AV-unprocessed.smi:1703'
     54.73     -43.00       4.87       0.00       0.00       0.00       1.48       0.07   12.232        './gold_soln_AV-procd_m6876_4.sdf'  'AV-unprocessed.smi:1703'
     60.61     -44.02       5.98       0.00       0.00       0.00       0.71       0.07   12.149        './gold_soln_AV-procd_m6877_4.sdf'  'AV-unprocessed.smi:1703'
     56.00     -47.22       3.53       0.00       0.00       0.00       0.94       0.06   12.123        './gold_soln_AV-procd_m6878_4.sdf'  'AV-unprocessed.smi:1703'
     58.18     -38.39       7.00       0.00       0.00       0.00       0.70       0.02   12.065        './gold_soln_AV-procd_m6879_4.sdf'  'AV-unprocessed.smi:1703'
     63.72     -46.11       6.30       0.00       0.00       0.00       0.67       0.04    8.553        './gold_soln_AV-procd_m6880_7.sdf'  'AV-unprocessed.smi:1703'
     50.39     -39.80       2.82       1.00       0.00       0.00       0.43       0.00    6.239        './gold_soln_AV-procd_m6881_6.sdf'  'AV-unprocessed.smi:1704'
     43.18     -38.36       2.00       0.00       0.00       9.08       0.61       9.11    7.093        './gold_soln_AV-procd_m6882_5.sdf'  'AV-unprocessed.smi:1705'
     38.25     -30.51       2.95       0.00       0.00       7.78       0.57       7.81    3.590        './gold_soln_AV-procd_m6883_3.sdf'  'AV-unprocessed.smi:1705'
     42.73     -38.77       1.98       0.00       0.00       1.77       1.01       1.79    7.158        './gold_soln_AV-procd_m6884_6.sdf'  'AV-unprocessed.smi:1705'
     41.73     -36.79       1.91       0.00       0.00       9.05       0.41       9.08    7.047        './gold_soln_AV-procd_m6885_6.sdf'  'AV-unprocessed.smi:1705'
     46.00     -42.01       1.74       0.00       0.00       0.00       0.62       0.03    6.932        './gold_soln_AV-procd_m6886_1.sdf'  'AV-unprocessed.smi:1706'
     55.08     -47.00       2.38       1.00       0.00       0.00       1.05       0.05    8.626        './gold_soln_AV-procd_m6887_8.sdf'  'AV-unprocessed.smi:1707'
     49.03     -44.11       2.33       0.00       0.00       0.00       1.07       0.07    8.385        './gold_soln_AV-procd_m6888_9.sdf'  'AV-unprocessed.smi:1707'
     56.97     -51.77       2.00       0.00       0.00       0.00       0.41       0.02    6.865        './gold_soln_AV-procd_m6889_4.sdf'  'AV-unprocessed.smi:1708'
     54.41     -53.71       0.73       0.00       0.00       0.00       0.76       0.03    2.710        './gold_soln_AV-procd_m6890_4.sdf'  'AV-unprocessed.smi:1708'
     47.11     -36.26       3.90       0.00       0.00       0.00       0.44       0.01    1.422        './gold_soln_AV-procd_m6891_3.sdf'  'AV-unprocessed.smi:1709'
     44.57     -31.70       3.73       0.84       0.00       0.00       0.42       0.00    1.488        './gold_soln_AV-procd_m6892_1.sdf'  'AV-unprocessed.smi:1709'
     42.18     -32.21       3.73       0.00       0.00       0.00       0.62       0.01    4.791        './gold_soln_AV-procd_m6893_4.sdf'  'AV-unprocessed.smi:1709'
     42.24     -31.44       4.00       0.00       0.00       0.00       0.60       0.00    4.787        './gold_soln_AV-procd_m6894_5.sdf'  'AV-unprocessed.smi:1709'
     45.90     -35.84       2.53       1.27       0.00       0.00       0.68       0.00    4.856        './gold_soln_AV-procd_m6895_1.sdf'  'AV-unprocessed.smi:1709'
     42.43     -40.75       0.90       0.00       0.00       0.00       0.51       0.01    4.803        './gold_soln_AV-procd_m6896_3.sdf'  'AV-unprocessed.smi:1709'
     46.94     -35.24       3.61       0.49       0.00       0.00       0.31       0.00    2.392        './gold_soln_AV-procd_m6897_4.sdf'  'AV-unprocessed.smi:1709'
     41.66     -33.86       1.90       1.00       0.00       0.00       0.45       0.01    4.715        './gold_soln_AV-procd_m6898_2.sdf'  'AV-unprocessed.smi:1709'
     40.42     -25.26       3.78       1.53       0.00       0.00       1.40       2.05    6.765        './gold_soln_AV-procd_m6899_3.sdf'  'AV-unprocessed.smi:1710'
     44.91     -31.04       4.44       0.61       0.00       0.00       0.66       0.03    2.382        './gold_soln_AV-procd_m6900_2.sdf'  'AV-unprocessed.smi:1711'
     39.96     -28.06       3.57       1.00       0.00       0.00       0.92       0.04    8.379        './gold_soln_AV-procd_m6901_8.sdf'  'AV-unprocessed.smi:1712'
     42.62     -36.28       2.86       0.00       0.00       0.00       1.15       0.05    8.261        './gold_soln_AV-procd_m6902_5.sdf'  'AV-unprocessed.smi:1712'
     43.28     -25.64       5.25       1.00       0.00       0.00       0.58       0.05    8.205       './gold_soln_AV-procd_m6903_10.sdf'  'AV-unprocessed.smi:1712'
     43.97     -23.96       5.56       1.50       0.00       0.00       0.62       0.05    8.163        './gold_soln_AV-procd_m6904_2.sdf'  'AV-unprocessed.smi:1712'
     46.15     -35.53       3.68       0.00       0.00       0.00       0.21       0.00    2.234        './gold_soln_AV-procd_m6905_2.sdf'  'AV-unprocessed.smi:1713'
     45.09     -33.74       2.95       1.00       0.00       0.00       0.26       0.01    2.148        './gold_soln_AV-procd_m6906_1.sdf'  'AV-unprocessed.smi:1713'
     52.27     -45.79       2.42       0.00       0.00       0.00       0.43       0.06    7.611        './gold_soln_AV-procd_m6907_5.sdf'  'AV-unprocessed.smi:1714'
     48.51     -35.09       4.00       1.00       0.00       0.00       0.85       0.13    3.314        './gold_soln_AV-procd_m6908_3.sdf'  'AV-unprocessed.smi:1714'
     43.96     -31.19       3.00       1.63       0.00       0.00       0.58       0.03    3.347        './gold_soln_AV-procd_m6909_3.sdf'  'AV-unprocessed.smi:1715'
     44.97     -38.71       1.81       0.61       0.00       0.00       0.50       0.01    8.145        './gold_soln_AV-procd_m6910_9.sdf'  'AV-unprocessed.smi:1715'
     42.36     -31.31       4.16       0.00       0.00       0.00       0.72       0.01    8.374        './gold_soln_AV-procd_m6911_4.sdf'  'AV-unprocessed.smi:1715'
     47.21     -31.11       3.77       1.78       0.00       0.00       0.29       0.01    8.197        './gold_soln_AV-procd_m6912_6.sdf'  'AV-unprocessed.smi:1715'
     47.43     -30.39       5.27       1.00       0.00       0.00       0.89       0.02    8.176        './gold_soln_AV-procd_m6913_8.sdf'  'AV-unprocessed.smi:1715'
     48.83     -28.49       5.29       1.97       0.00       0.00       0.74       0.04    2.529        './gold_soln_AV-procd_m6914_2.sdf'  'AV-unprocessed.smi:1715'
     46.94     -32.99       3.89       1.00       0.00       0.00       0.37       0.02    8.203        './gold_soln_AV-procd_m6915_7.sdf'  'AV-unprocessed.smi:1715'
     46.83     -39.69       2.58       0.00       0.00       0.00       0.30       0.01    6.058        './gold_soln_AV-procd_m6916_1.sdf'  'AV-unprocessed.smi:1716'
     46.91     -31.83       4.36       1.00       0.00       0.00       0.51       0.02    4.082        './gold_soln_AV-procd_m6917_4.sdf'  'AV-unprocessed.smi:1717'
     47.04     -32.20       4.61       0.67       0.00       0.00       0.52       0.02    4.806        './gold_soln_AV-procd_m6918_1.sdf'  'AV-unprocessed.smi:1717'
     52.90     -32.61       5.82       1.69       0.00       0.00       1.14       0.03    8.099        './gold_soln_AV-procd_m6919_4.sdf'  'AV-unprocessed.smi:1717'
     45.05     -29.92       4.54       0.73       0.00       0.00       0.36       0.04    9.685        './gold_soln_AV-procd_m6920_4.sdf'  'AV-unprocessed.smi:1717'
     43.63     -27.03       5.67       0.74       0.00       0.00       1.33       0.03    9.803        './gold_soln_AV-procd_m6921_6.sdf'  'AV-unprocessed.smi:1717'
     48.51     -46.30       1.98       0.00       0.00       0.52       1.77       0.14   10.191        './gold_soln_AV-procd_m6922_2.sdf'  'AV-unprocessed.smi:1718'
     52.32     -42.00       3.78       0.61       0.00       0.00       1.46       0.10   10.064        './gold_soln_AV-procd_m6923_9.sdf'  'AV-unprocessed.smi:1718'
     48.73     -45.41       2.28       0.00       0.00       0.00       1.80       0.06   10.275        './gold_soln_AV-procd_m6924_9.sdf'  'AV-unprocessed.smi:1718'
     46.69     -47.55       1.00       0.00       0.00       0.00       2.10       0.11   10.162        './gold_soln_AV-procd_m6925_2.sdf'  'AV-unprocessed.smi:1718'
     51.22     -47.52       1.72       0.00       0.00       0.00       0.80       0.13   10.006        './gold_soln_AV-procd_m6926_3.sdf'  'AV-unprocessed.smi:1718'
     46.60     -40.82       2.94       0.00       0.00       0.00       1.56       0.10   10.101       './gold_soln_AV-procd_m6927_10.sdf'  'AV-unprocessed.smi:1718'
     51.24     -53.46       0.00       0.00       0.00       0.00       1.16       0.10    9.829        './gold_soln_AV-procd_m6928_7.sdf'  'AV-unprocessed.smi:1718'
     50.89     -47.83       2.00       0.00       0.00       0.00       1.54       0.13   10.002        './gold_soln_AV-procd_m6929_2.sdf'  'AV-unprocessed.smi:1718'
     45.19     -33.77       1.95       1.98       0.00       0.02       0.24       0.03    5.789        './gold_soln_AV-procd_m6930_3.sdf'  'AV-unprocessed.smi:1719'
     43.06     -39.90       1.00       0.72       0.00       0.00       1.02       0.02    6.279        './gold_soln_AV-procd_m6931_9.sdf'  'AV-unprocessed.smi:1720'
     44.42     -39.42       1.99       0.00       0.00       0.00       0.49       0.01    5.658        './gold_soln_AV-procd_m6932_6.sdf'  'AV-unprocessed.smi:1720'
     43.46     -40.84       1.99       0.00       0.00       0.00       1.68       0.01    5.715        './gold_soln_AV-procd_m6933_3.sdf'  'AV-unprocessed.smi:1720'
     42.96     -33.05       2.80       0.73       0.00       0.00       0.35       0.02    6.287        './gold_soln_AV-procd_m6934_4.sdf'  'AV-unprocessed.smi:1720'
     47.25     -36.57       2.81       1.00       0.00       0.00       0.38       0.01    5.428        './gold_soln_AV-procd_m6935_3.sdf'  'AV-unprocessed.smi:1721'
     51.36     -35.07       4.65       0.99       0.00       0.00       0.31       0.00    2.052        './gold_soln_AV-procd_m6936_1.sdf'  'AV-unprocessed.smi:1721'
     42.80     -32.25       2.88       1.00       0.00       0.00       0.55       0.01    2.029        './gold_soln_AV-procd_m6937_2.sdf'  'AV-unprocessed.smi:1721'
     45.36     -34.27       2.95       0.94       0.00       0.00       0.29       0.00    2.066        './gold_soln_AV-procd_m6938_2.sdf'  'AV-unprocessed.smi:1721'
     45.69     -34.54       2.81       0.95       0.00       0.00       0.05       0.00    2.674        './gold_soln_AV-procd_m6939_1.sdf'  'AV-unprocessed.smi:1721'
     52.94     -44.19       1.94       1.00       0.00       0.04       0.03       0.01    6.700        './gold_soln_AV-procd_m6940_1.sdf'  'AV-unprocessed.smi:1721'
     51.50     -36.71       4.14       0.93       0.00       0.00       0.21       0.00    2.021        './gold_soln_AV-procd_m6941_3.sdf'  'AV-unprocessed.smi:1721'
     47.65     -37.36       2.98       0.88       0.00       0.00       0.64       0.01    2.836        './gold_soln_AV-procd_m6942_3.sdf'  'AV-unprocessed.smi:1721'
     49.16     -44.52       0.99       1.00       0.00       0.00       0.69       0.03    8.823        './gold_soln_AV-procd_m6943_4.sdf'  'AV-unprocessed.smi:1722'
     47.33     -44.84       1.00       0.00       0.00       0.00       0.31       0.08    8.746        './gold_soln_AV-procd_m6944_1.sdf'  'AV-unprocessed.smi:1722'
